title,date,publication,remove_tags,add_tags,source,notes
Current Events.,29 March 1897,Newcastle Morning Herald and Miners' Advocate,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Mining.,25 August 1896,Evening News,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Mining.,19 May 1896,Evening News,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
The Gold Fields.,21 April 1896,Evening News,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,6 April 1894,Evening News,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
The Megalong Shale Mines.,21 December 1893,National Advocate,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Unionism of To-day.,1 September 1893,Katoomba Times,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Mines.,1 September 1893,Katoomba Times,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Local and General.,7 July 1892,Bathurst  Free Press and Mining Journal,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Local News.,6 September 1890,Nepean Times,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Rich Mineral Deposits.,29 October 1889,Australian Star,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,28 January 1888,Nepean Times,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Miners' Strike.,1 August 1887,Evening News,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Round our Collieries.,13 October 1886,Newcastle Morning Herald and Miners' Advocate,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
The Diamonditerous Deposits of Boggy Camp,18 October 1899,Inverell Times,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,8 July 1908,Lithgow Mercury,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba. Mine Operations Suspended.,27 May 1904,Lithgow Mercury,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
The South Katoomba Mine.,1 March 1901,Lithgow Mercury,Mining,mining,high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 December 1891,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,30 June 1893,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mines School of Arts.,2 May 1891,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,25 May 1889,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,21 September 1889,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Concert in Aid of Katoomba Miners' Families.,4 May 1894,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,10 April 1894,Evening News,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
MINER INJURED AT KATOOMBA.,31 July 1905,Daily Telegraph,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Shale Mine. Closing Down.,14 July 1903,Lithgow Mercury,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
LOST IN A SHALE MINE.,15 April 1903,Evening News,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Current News.,20 November 1899,Newcastle Morning Herald and Miners' Advocate,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,6 April 1894,Evening News,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,15 September 1893,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Cricket Club at the Mines.,25 August 1893,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,16 June 1893,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
"Katoomba, Sunday.",17 April 1893,Sydney Morning Herald,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Found dead.,28 January 1893,Nepean Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,18 November 1892,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
End of the Katoomba Strike.,11 July 1892,Sydney Morning Herald,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,16 October 1891,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Shale Miners.,19 September 1891,Daily Telegraph,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Miners' Striek at Katoomba South.,14 July 1891,Sydney Morning Herald,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Coal Mines.,22 November 1890,Daily Telegraph,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Miners' Strike.,3 August 1887,Evening News,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Miners' Strike.,1 August 1887,Evening News,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Death of Mr. J. C. Brydon.,4 October 1886,Newcastle Morning Herald and Miners' Advocate,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Round our Collieries.,13 October 1886,Newcastle Morning Herald and Miners' Advocate,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,1 September 1893,Katoomba Times,Miners,miner,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,9 September 1892,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,19 July 1890,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 December 1891,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,22 January 1892,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,4 August 1905,Lithgow Mercury,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,30 June 1893,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief.,1 September 1905,Mountaineer,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,19 January 1906,Lithgow Mercury,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,26 August 1904,Blue Mountain Gazette,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
A Belligerent Ratepayer.,12 August 1904,Blue Mountain Gazette,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,2 October 1903,Blue Mountain Gazette,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Men Employed by the Katoomba Municipal Council.,22 May 1903,Blue Mountain Gazette,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 June 1893,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,14 April 1893,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,10 February 1893,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,18 November 1892,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,25 November 1892,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,17 June 1892,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Municipal Elections.,5 July 1890,Katoomba Times,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,8 July 1908,Lithgow Mercury,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,22 April 1898,Lithgow Mercury,Councils,council,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Items.,28 April 1899,Lithgow Mercury,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,26 April 1890,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 May 1904,Blue Mountain Gazette,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,9 September 1892,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 June 1896,Mountaineer,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,22 January 1892,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,30 June 1893,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
The Passing of a Mountaineer. Vale! Joseph Nimmo.,23 March 1917,Blue Mountain Echo,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Death of Mrs. Nimmo,3 December 1926,Blue Mountain Echo,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Lawson.,5 May 1894,Nepean Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,26 August 1904,Blue Mountain Gazette,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Official,10 May 1895,Mountaineer,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 June 1893,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 December 1892,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,16 October 1891,Katoomba Times,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Round the District.,4 May 1923,Lithgow Mercury,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong,14 August 1896,Mountaineer,Post office,post office,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,25 May 1889,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,21 September 1889,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Lawson.,5 May 1894,Nepean Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,29 September 1916,Lithgow Mercury,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,22 Jul 1904,Blue Mountain Gazette,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Official,10 May 1895,Mountaineer,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 November 1893,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures,14 July 1893,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,16 October 1891,Katoomba Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,28 January 1888,Nepean Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,7 January 1888,Nepean Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,29 September 1888,Nepean Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,14 July 1888,Nepean Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,19 December 1885,Nepean Times,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,10 January 1896,Mountaineer,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Notes.,2 May 1902,Mountaineer,Progress committees,progress committee,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,21 September 1889,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief.,1 September 1905,Mountaineer,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Blue Mountains Railway Tourist Guide,1890s,,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,2 October 1903,Blue Mountain Gazette,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Items.,11 November 1897,Evening News,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 December 1893,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,18 November 1892,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Local News.,6 September 1890,Nepean Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,7 January 1888,Nepean Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,29 September 1888,Nepean Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,24 February 1883,Nepean Times,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Tourist Sketch Map showing pathways at Nelly's Glen or Megalong Pass,1909,,Tourism,tourism,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Items.,28 April 1899,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Concert in Aid of Katoomba Miners' Families.,4 May 1894,Katoomba Times,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Lawson.,5 May 1894,Nepean Times,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
The Unemployed at Katoomba.,17 April 1894,Daily Telegraph,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
[untitled],22 January 1906,Evening News,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Local and General,7 July 1905,Mountaineer,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba. Rumour About Work At The Mines.,23 May 1905,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Mines.,24 November 1903,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Shale Mine. Closing Down.,14 July 1903,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Work at the Mines.,17 April 1903,Blue Mountain Gazette,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Mines.,20 March 1903,Blue Mountain Gazette,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Our Coal and Shale Mines.,9 January 1903,Blue Mountain Gazette,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Shale Mine.,6 January 1903,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
[untitled],4 Novemeber 1895,Evening News,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,6 April 1894,Evening News,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,7 September 1889,Nepean Times,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba. Mine Operations Suspended.,27 May 1904,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,20 August 1901,Lithgow Mercury,Unemployment,unemployment,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,6 October 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Granted,26 March 1892,Nepean Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Lithgow Licensing Court.,19 June 1900,Lithgow Mercury,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Notice of Application for a Publican's Licence,19 June 1896,Mountaineer,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures,14 July 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Licensing.,7 July 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Local and General,8 July 1893,Nepean Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,16 June 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Licensing.,1 October 1892,Nepean Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,17 March 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,27 October 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Notice of Application for a Conditional Publican's Licence,9 June 1893,Katoomba Times,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,23 June 1893,,Licensing,licensing,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,26 August 1892,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 May 1904,Blue Mountain Gazette,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 December 1891,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,25 May 1889,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
[untitled],29 June 1889,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Local and General,7 July 1905,Mountaineer,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court,13 December 1895,Mountaineer,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,15 September 1893,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 November 1893,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,25 November 1892,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Accident in Nellie's Glen.,27 July 1889,Katoomba Times,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,10 January 1896,Mountaineer,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,23 June 1893,,Horses,horses,high_impact_mappings,Corrected mapping to generic singular leaf
Bulli and Woonona.,31 July 1909,South Coast Times and Wollongong Argus,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Items.,28 April 1899,Lithgow Mercury,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,26 April 1890,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Concert in Aid of Katoomba Miners' Families.,4 May 1894,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,10 April 1894,Evening News,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Lawson.,5 May 1894,Nepean Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Summary,27 February 1890,Australian Star,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
The Unemployed at Katoomba.,17 April 1894,Daily Telegraph,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
District News.,19 September 1914,Newcastle Morning Herald and Miners' Advocate,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
A Public Meeting.,13 January 1905,Mountaineer,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,22 Jul 1904,Blue Mountain Gazette,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Current News.,20 November 1899,Newcastle Morning Herald and Miners' Advocate,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures,14 July 1893,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,16 September 1892,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Charity,charity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,21 September 1889,Katoomba Times,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
John Britty North.,6 March 1909,Blue Mountain Echo,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
New South Wales Railway Enquiry,13 December 1905,Advertiser,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,26 August 1904,Blue Mountain Gazette,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Mines.,24 November 1903,Lithgow Mercury,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
The Katoomba Mines.,20 March 1903,Blue Mountain Gazette,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Mining Matters.,25 February 1903,Maitland Daily Mercury,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Our Coal and Shale Mines.,9 January 1903,Blue Mountain Gazette,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Coal.,14 May 1901,Evening News,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Coal and Shale Mines.,7 June 1895,Mountaineer,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Local News.,6 September 1890,Nepean Times,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Rich Mineral Deposits.,29 October 1889,Australian Star,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
"Opening of the Gladstone Coal-Mine, Katoomba.",13 July 1885,Sydney Morning Herald,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Great Wentworth Falls Coal and Shale Mining Company.,31 August 1885,Evening News,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,24 February 1883,Nepean Times,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
Of the Country in the Vicinity of Katoomba Showing the position of Coal and Kerosene Shale Mines,1901,,Coal,coal,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
