uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,Dimension,Measurement
1000051607215192375,{Length__m_}: 1200,Bec Parkes,2020-12-06 00:39:52.375 GMT,Bec Parkes,2020-12-06 00:39:52 GMT,"Length (m),length east-west",1200
1000051607215202463,{Width__m_}: 800,Bec Parkes,2020-12-06 00:40:02.463 GMT,Bec Parkes,2020-12-06 00:40:02 GMT,Width (m),800
1000051607215259740,{Depth__m_}: 250,Bec Parkes,2020-12-06 00:40:59.742 GMT,Bec Parkes,2020-12-06 00:40:59 GMT,"Depth (m),minimum depth",250
1000051607215952404,{Width__m_}: 1480,Bec Parkes,2020-12-06 00:52:32.404 GMT,Bec Parkes,2020-12-06 00:52:32 GMT,Width (m),"1480,north-south"
1000051607215960993,{Width__m_}: 140,Bec Parkes,2020-12-06 00:52:40.994 GMT,Bec Parkes,2020-12-06 00:52:40 GMT,Width (m),140
1000051607215971719,{Depth__m_}: 700,Bec Parkes,2020-12-06 00:52:51.720 GMT,Bec Parkes,2020-12-06 00:52:51 GMT,Depth (m),"700,maximum"
1000051607216595412,{Length__m_}: 10,Bec Parkes,2020-12-06 01:03:15.413 GMT,Bec Parkes,2020-12-06 01:03:15 GMT,Length (m),"10,m"
1000051607216603708,{Width__m_}: 5,Bec Parkes,2020-12-06 01:03:23.709 GMT,Bec Parkes,2020-12-06 01:05:16 GMT,Width (m),"5,m"
1000051607217061271,{Height__m_}: 15,Bec Parkes,2020-12-06 01:11:01.272 GMT,Bec Parkes,2020-12-06 01:11:01 GMT,"Height (m),approximate height of platform","15,cm"
1000051607217258187,{Width__m_}: 4.7,Bec Parkes,2020-12-06 01:14:18.189 GMT,Bec Parkes,2020-12-06 01:14:52 GMT,"Width (m),platform","4.7,mm"
1000051607217316969,{Length__m_}: 5,Bec Parkes,2020-12-06 01:15:16.970 GMT,Bec Parkes,2020-12-06 01:15:16 GMT,"Length (m),platform","5,m"
1000051607217338453,Max preserved Height (m): .78,Bec Parkes,2020-12-06 01:15:38.453 GMT,Bec Parkes,2020-12-06 01:15:38 GMT,"Max preserved Height (m),hearth",0.78
1000051607217420391,Exterior Width (m): 1.88,Bec Parkes,2020-12-06 01:17:00.391 GMT,Bec Parkes,2020-12-06 01:17:00 GMT,"Exterior Width (m),insitu hearth",1.88
1000051607217439125,Interior Width (m): 1.25,Bec Parkes,2020-12-06 01:17:19.125 GMT,Bec Parkes,2020-12-06 01:17:19 GMT,"Interior Width (m),hearth",1.25
1000051607217485998,Exterior Length (m): 1.45,Bec Parkes,2020-12-06 01:18:05.998 GMT,Bec Parkes,2020-12-06 01:18:05 GMT,"Exterior Length (m),insitu hearth",1.45
1000051607217497372,Interior Length (m): 1.2,Bec Parkes,2020-12-06 01:18:17.373 GMT,Bec Parkes,2020-12-06 01:18:17 GMT,"Interior Length (m),hearth",1.2
1000041607217553303,{Length__m_}: 1.5,Penny Crook,2020-12-06 01:19:13.303 GMT,Penny Crook,2020-12-06 01:19:13 GMT,Length (m),1.5
1000041607217559511,{Width__m_}: 1.2,Penny Crook,2020-12-06 01:19:19.511 GMT,Penny Crook,2020-12-06 01:19:19 GMT,Width (m),1.2
1000041607218354686,Interior Width (m): 1.5,Penny Crook,2020-12-06 01:32:34.686 GMT,Penny Crook,2020-12-06 01:32:34 GMT,Interior Width (m),1.5
1000041607218371182,Exterior Width (m): 2.15,Penny Crook,2020-12-06 01:32:51.182 GMT,Penny Crook,2020-12-06 01:32:51 GMT,Exterior Width (m),2.15
1000051607218388901,{Height__m_}: 2,Bec Parkes,2020-12-06 01:33:08.901 GMT,Bec Parkes,2020-12-06 01:33:08 GMT,"Height (m),abutment","2,at least"
1000041607218416266,Interior Length (m): 1.2,Penny Crook,2020-12-06 01:33:36.266 GMT,Penny Crook,2020-12-06 01:33:36 GMT,Interior Length (m),1.2
1000041607218427969,Exterior Length (m): 1.9,Penny Crook,2020-12-06 01:33:47.970 GMT,Penny Crook,2020-12-06 01:33:47 GMT,Exterior Length (m),1.9
1000051607218443467,{Height__m_}: .5,Bec Parkes,2020-12-06 01:34:03.467 GMT,Bec Parkes,2020-12-06 01:34:03 GMT,"Height (m),Rick packing on western side",0.5
1000041607218450637,Max preserved Height (m): 1.50,Penny Crook,2020-12-06 01:34:10.637 GMT,Penny Crook,2020-12-06 01:34:10 GMT,Max preserved Height (m),1.5
1000051607218504932,{Width__m_}: 4.15,Bec Parkes,2020-12-06 01:35:04.932 GMT,Bec Parkes,2020-12-06 01:35:04 GMT,Width (m),4.15
1000041607218538344,{Length__m_}: 5.8,Penny Crook,2020-12-06 01:35:38.344 GMT,Penny Crook,2020-12-06 01:35:38 GMT,"Length (m),Platform ","5.8,Approx"
1000041607218575845,{Width__m_}: 3.4,Penny Crook,2020-12-06 01:36:15.846 GMT,Penny Crook,2020-12-06 01:36:15 GMT,"Width (m),Platform ","3.4,Approx "
1000051607218721685,{Width__m_}: 3.02,Bec Parkes,2020-12-06 01:38:41.685 GMT,Bec Parkes,2020-12-06 01:38:41 GMT,"Width (m),cutting",3.02
1000041607220998509,{Length__m_}: 1.4,Penny Crook,2020-12-06 02:16:38.509 GMT,Penny Crook,2020-12-06 02:16:38 GMT,"Length (m),Approx ",1.4
1000041607221010662,{Width__m_}: 1.6,Penny Crook,2020-12-06 02:16:50.663 GMT,Penny Crook,2020-12-06 02:16:50 GMT,"Width (m),Approx ",1.6
1000041607221017342,{Depth__m_}: .4,Penny Crook,2020-12-06 02:16:57.343 GMT,Penny Crook,2020-12-06 02:16:57 GMT,Depth (m),0.4
1000091607221397945,{Height__m_}: 2,Susan Lupack,2020-12-06 02:23:17.945 GMT,Susan Lupack,2020-12-06 02:23:17 GMT,"Height (m),Boulder","2,height"
1000091607221418793,{Length__m_}: 5.5,Susan Lupack,2020-12-06 02:23:38.793 GMT,Susan Lupack,2020-12-06 02:23:38 GMT,"Length (m),Boulder",5.5
1000091607221436508,{Width__m_}: 1.7,Susan Lupack,2020-12-06 02:23:56.508 GMT,Susan Lupack,2020-12-06 02:23:56 GMT,"Width (m),Boulder",1.7
1000091607221502482,{Height__m_}: .71,Susan Lupack,2020-12-06 02:25:02.482 GMT,Susan Lupack,2020-12-06 02:25:02 GMT,"Height (m),Indent 1",".71,from base of boulder to base of indent"
1000091607221536983,{Height__m_}: .84,Susan Lupack,2020-12-06 02:25:36.983 GMT,Susan Lupack,2020-12-06 02:25:36 GMT,"Height (m),Indent 2",".84,Height from base of boulder to base"
1000091607221564492,{Height__m_}: 1.65,Susan Lupack,2020-12-06 02:26:04.492 GMT,Susan Lupack,2020-12-06 02:26:04 GMT,"Height (m),Indent 3","1.65,from base of boulder to base of indent"
1000091607221615987,{Height__m_}: .08,Susan Lupack,2020-12-06 02:26:55.988 GMT,Susan Lupack,2020-12-06 02:26:55 GMT,"Height (m),Indent 1",0.08
1000091607221628597,{Width__m_}: .07,Susan Lupack,2020-12-06 02:27:08.597 GMT,Susan Lupack,2020-12-06 02:27:08 GMT,"Width (m),Indent 1",0.07
1000091607221640110,{Depth__m_}: .03,Susan Lupack,2020-12-06 02:27:20.110 GMT,Susan Lupack,2020-12-06 02:27:20 GMT,"Depth (m),Indent 1",0.03
1000091607221654901,{Height__m_}: .08,Susan Lupack,2020-12-06 02:27:34.901 GMT,Susan Lupack,2020-12-06 02:27:34 GMT,"Height (m),Indent 2",0.08
1000091607221666383,{Width__m_}: .09,Susan Lupack,2020-12-06 02:27:46.386 GMT,Susan Lupack,2020-12-06 02:27:46 GMT,"Width (m),Indent 2",0.09
1000091607221676676,{Depth__m_}: .04,Susan Lupack,2020-12-06 02:27:56.676 GMT,Susan Lupack,2020-12-06 02:27:56 GMT,"Depth (m),Indent 2",0.04
1000091607221694622,{Height__m_}: .06,Susan Lupack,2020-12-06 02:28:14.623 GMT,Susan Lupack,2020-12-06 02:28:14 GMT,"Height (m),Indent 3",0.06
1000091607221707767,{Width__m_}: .05,Susan Lupack,2020-12-06 02:28:27.770 GMT,Susan Lupack,2020-12-06 02:28:27 GMT,"Width (m),Indent 3",0.05
1000091607221720466,{Depth__m_}: .025,Susan Lupack,2020-12-06 02:28:40.466 GMT,Susan Lupack,2020-12-06 02:28:40 GMT,"Depth (m),Indent 3",0.025
1000041607221850406,{Diameter__m_}: 1.5,Penny Crook,2020-12-06 02:30:50.406 GMT,Penny Crook,2020-12-06 02:30:50 GMT,Diameter (m),1.5
1000091607222051192,{Diameter__m_}: .25,Susan Lupack,2020-12-06 02:34:11.192 GMT,Susan Lupack,2020-12-06 02:34:11 GMT,"Diameter (m),Rock festure",0.25
1000041607223267956,{Width__m_}: 3.4,Penny Crook,2020-12-06 02:54:27.956 GMT,Penny Crook,2020-12-06 02:54:27 GMT,"Width (m),Tramway",3.4
1000041607223282745,{Width__m_}: .9,Penny Crook,2020-12-06 02:54:42.746 GMT,Penny Crook,2020-12-06 02:54:42 GMT,"Width (m),Drain ",0.9
1000021618363832909,{Diameter__m_}: .405,Penny Crook,2021-04-14 01:30:32.909 GMT,Penny Crook,2021-04-14 01:31:25 GMT,Diameter (m),0.405
1000021618363899754,{Height__m_}: .16,Penny Crook,2021-04-14 01:31:39.754 GMT,Penny Crook,2021-04-14 01:31:39 GMT,"Height (m),cylinder",0.16
1000021618363979127,{Height__m_}: .055,Penny Crook,2021-04-14 01:32:59.128 GMT,Penny Crook,2021-04-14 01:32:59 GMT,"Height (m),feet",0.055
1000021618364837435,{Diameter__m_}: 1,Penny Crook,2021-04-14 01:47:17.436 GMT,Penny Crook,2021-04-14 01:47:17 GMT,"Diameter (m),scatter",1
1000021618366474263,{Width__m_}: .18,Penny Crook,2021-04-14 02:14:34.263 GMT,Penny Crook,2021-04-14 02:14:34 GMT,"Width (m),burnt",0.18
1000021618366827279,{Height__m_}: 1.53,Penny Crook,2021-04-14 02:20:27.283 GMT,Penny Crook,2021-04-14 02:20:27 GMT,"Height (m),max preserved",1.53
1000021618366905487,{Width__m_}: .21,Penny Crook,2021-04-14 02:21:45.487 GMT,Penny Crook,2021-04-14 02:21:45 GMT,Width (m),0.21
1000011618368543845,{Length__m_}: 2.25,Faims Admin,2021-04-14 02:49:03.845 GMT,Faims Admin,2021-04-14 02:49:03 GMT,Length (m),"2.25,Line ofrocksnorth-south"
1000011618368616270,{Other}: 58,Faims Admin,2021-04-14 02:50:16.270 GMT,Faims Admin,2021-04-14 02:50:16 GMT,"Other,Distance between east-west rocks","58,Cm"
1000011618369413127,{Width__m_}: 1.87,Faims Admin,2021-04-14 03:03:33.127 GMT,Faims Admin,2021-04-14 03:03:33 GMT,"Width (m),Rock line east west",1.87
1000011618370120818,{Diameter__m_}: 5,Faims Admin,2021-04-14 03:15:20.819 GMT,Faims Admin,2021-04-14 03:15:20 GMT,Diameter (m),5
1000011618371135595,{Height__m_}: .145,Faims Admin,2021-04-14 03:32:15.596 GMT,Faims Admin,2021-04-14 03:32:15 GMT,Height (m),0.145
1000011618371150338,{Length__m_}: .075,Faims Admin,2021-04-14 03:32:30.338 GMT,Faims Admin,2021-04-14 03:32:30 GMT,Length (m),0.075
1000011618371173514,{Depth__m_}: .100,Faims Admin,2021-04-14 03:32:53.514 GMT,Faims Admin,2021-04-14 03:32:53 GMT,Depth (m),0.1
1000021618371346934,{Length__m_}: 6,Penny Crook,2021-04-14 03:35:46.934 GMT,Penny Crook,2021-04-14 03:36:26 GMT,"Length (m),min",6
1000021618371355197,{Height__m_}: 1,Penny Crook,2021-04-14 03:35:55.198 GMT,Penny Crook,2021-04-14 03:35:55 GMT,"Height (m),1
min",1
1000021618371379203,{Width__m_}: 3,Penny Crook,2021-04-14 03:36:19.203 GMT,Penny Crook,2021-04-14 03:36:19 GMT,"Width (m),min",3
1000011618372101497,{Length__m_}: 3.77,Faims Admin,2021-04-14 03:48:21.498 GMT,Faims Admin,2021-04-14 03:48:21 GMT,"Length (m),East west",3.77
1000011618372208354,{Width__m_}: 3.1,Faims Admin,2021-04-14 03:50:08.354 GMT,Faims Admin,2021-04-14 03:50:08 GMT,"Width (m),North South, minimum",3.1
1000011618372275506,{Height__m_}: .7,Faims Admin,2021-04-14 03:51:15.507 GMT,Faims Admin,2021-04-14 03:51:15 GMT,"Height (m),At least 3 courses of stone",0.7
1000011618372791465,{Length__m_}: 4.35,Faims Admin,2021-04-14 03:59:51.465 GMT,Faims Admin,2021-04-14 03:59:51 GMT,Length (m),4.35
1000011618372851436,{Height__m_}: .46,Faims Admin,2021-04-14 04:00:51.436 GMT,Faims Admin,2021-04-14 04:00:51 GMT,Height (m),0.46
1000011618373665997,{Length__m_}: 28,Faims Admin,2021-04-14 04:14:25.997 GMT,Faims Admin,2021-04-14 04:14:25 GMT,"Length (m),Roughly North south",28
1000011618373678740,{Width__m_}: 1,Faims Admin,2021-04-14 04:14:38.740 GMT,Faims Admin,2021-04-14 04:14:38 GMT,"Width (m),Roughly at base",1
1000011618373692841,{Depth__m_}: 1.5,Faims Admin,2021-04-14 04:14:52.842 GMT,Faims Admin,2021-04-14 04:14:52 GMT,"Depth (m),Eastern face",1.5
1000011618374290344,{Width__m_}: 1.2,Faims Admin,2021-04-14 04:24:50.345 GMT,Faims Admin,2021-04-14 04:24:50 GMT,"Width (m),North south",1.2
1000011618374295182,{Height__m_}: .7,Faims Admin,2021-04-14 04:24:55.182 GMT,Faims Admin,2021-04-14 04:24:55 GMT,Height (m),0.7
1000011618374313138,{Length__m_}: 3.3,Faims Admin,2021-04-14 04:25:13.138 GMT,Faims Admin,2021-04-14 04:25:13 GMT,"Length (m),East west",3.3
1000021618374537666,{Width__m_}: 2.4,Penny Crook,2021-04-14 04:28:57.667 GMT,Penny Crook,2021-04-14 04:33:01 GMT,"Width (m),Max preserved",2.4
1000021618374549452,{Width__m_}: 0.94,Penny Crook,2021-04-14 04:29:09.453 GMT,Penny Crook,2021-04-14 04:36:07 GMT,"Width (m),internal",0.94
1000021618374615798,{Height__m_}: 2.75,Penny Crook,2021-04-14 04:30:15.799 GMT,Penny Crook,2021-04-14 04:35:03 GMT,"Height (m),Max",2.75
1000021618374822266,{Depth__m_}: 1.4,Penny Crook,2021-04-14 04:33:42.266 GMT,Penny Crook,2021-04-14 04:33:42 GMT,"Depth (m),Max preserved.",1.4
1000021618374866193,{Depth__m_}: 1.75,Penny Crook,2021-04-14 04:34:26.193 GMT,Penny Crook,2021-04-14 04:34:26 GMT,"Depth (m),spill extends",1.75
1000011618374925712,{Width__m_}: 2,Faims Admin,2021-04-14 04:35:25.712 GMT,Faims Admin,2021-04-14 04:36:14 GMT,"Width (m),East west",2
1000011618374951403,{Height__m_}: .45,Faims Admin,2021-04-14 04:35:51.403 GMT,Faims Admin,2021-04-14 04:35:51 GMT,"Height (m),Northern face max",0.45
1000021618375053078,{Depth__m_}: .85,Penny Crook,2021-04-14 04:37:33.078 GMT,Penny Crook,2021-04-14 04:37:33 GMT,"Depth (m),internal",0.85
1000021618378066869,{Diameter__m_}: .25,Penny Crook,2021-04-14 05:27:46.869 GMT,Penny Crook,2021-04-14 05:27:46 GMT,"Diameter (m),Approx ",0.25
1000061618446170240,{Height__m_}: 0.034,Susan Lupack,2021-04-15 00:22:50.241 GMT,Susan Lupack,2021-04-15 00:22:50 GMT,"Height (m),Max preserved on  north face ",0.034
1000061618446331188,{Length__m_}: 1.5,Susan Lupack,2021-04-15 00:25:31.189 GMT,Susan Lupack,2021-04-15 00:25:31 GMT,"Length (m),Ext max length",1.5
1000061618446387418,{Depth__m_}: 1.45,Susan Lupack,2021-04-15 00:26:27.418 GMT,Susan Lupack,2021-04-15 00:26:27 GMT,"Depth (m),Ext width east west",1.45
1000061618446440111,{Width__m_}: 1.05,Susan Lupack,2021-04-15 00:27:20.112 GMT,Susan Lupack,2021-04-15 00:27:20 GMT,"Width (m),Int width",1.05
1000061618446498615,{Length__m_}: .75,Susan Lupack,2021-04-15 00:28:18.616 GMT,Susan Lupack,2021-04-15 00:28:18 GMT,"Length (m),Int length",0.75
1000061618447724225,{Length__m_}: .90,Susan Lupack,2021-04-15 00:48:44.225 GMT,Susan Lupack,2021-04-15 00:48:44 GMT,Length (m),0.9
1000061618447733606,{Width__m_}: .45,Susan Lupack,2021-04-15 00:48:53.606 GMT,Susan Lupack,2021-04-15 00:48:53 GMT,Width (m),0.45
1000081618450000071,{Width__m_}: 1.95,Samuel Leask,2021-04-15 01:26:40.072 GMT,Samuel Leask,2021-04-15 01:26:40 GMT,"Width (m),external width",1.95
1000081618450026558,{Width__m_}: 1.1,Samuel Leask,2021-04-15 01:27:06.563 GMT,Samuel Leask,2021-04-15 01:27:06 GMT,Width (m),"1.1,internal width"
1000081618450054206,{Length__m_}: 2.1,Samuel Leask,2021-04-15 01:27:34.207 GMT,Samuel Leask,2021-04-15 01:27:34 GMT,Length (m),"2.1,external length"
1000081618450114463,{Length__m_}: 0.6,Samuel Leask,2021-04-15 01:28:34.463 GMT,Samuel Leask,2021-04-15 01:28:34 GMT,Length (m),"0.6,interior length"
1000061618450231114,{Length__m_}: 1.4,Susan Lupack,2021-04-15 01:30:31.115 GMT,Susan Lupack,2021-04-15 01:30:31 GMT,"Length (m),Interior length",1.4
1000061618450273044,{Width__m_}: 1.0,Susan Lupack,2021-04-15 01:31:13.044 GMT,Susan Lupack,2021-04-15 01:31:13 GMT,"Width (m),Interior wixth",1
1000061618450482225,{Width__m_}: 2.8,Susan Lupack,2021-04-15 01:34:42.225 GMT,Susan Lupack,2021-04-15 01:34:42 GMT,"Width (m),Max width ",2.8
1000061618450522582,{Length__m_}: 3.3,Susan Lupack,2021-04-15 01:35:22.583 GMT,Susan Lupack,2021-04-15 01:35:22 GMT,"Length (m),Platform lenvth",3.3
1000061618450582382,{Width__m_}: 2.0,Susan Lupack,2021-04-15 01:36:22.382 GMT,Susan Lupack,2021-04-15 01:36:22 GMT,"Width (m),Platform width ",2
1000081618451083672,{Length__m_}: 2.8,Samuel Leask,2021-04-15 01:44:43.672 GMT,Samuel Leask,2021-04-15 01:44:43 GMT,Length (m),"2.8,external width"
1000081618451247275,{Width__m_}: 2.2,Samuel Leask,2021-04-15 01:47:27.276 GMT,Samuel Leask,2021-04-15 01:47:27 GMT,Width (m),"2.2,external"
1000081618451277876,{Width__m_}: 0.9,Samuel Leask,2021-04-15 01:47:57.876 GMT,Samuel Leask,2021-04-15 01:47:57 GMT,Width (m),"0.9,internal "
1000081618451362660,{Height__m_}: 0.2,Samuel Leask,2021-04-15 01:49:22.661 GMT,Samuel Leask,2021-04-15 01:49:22 GMT,Height (m),"0.2,max height"
1000081618451420198,{Length__m_}: 0.6,Samuel Leask,2021-04-15 01:50:20.198 GMT,Samuel Leask,2021-04-15 01:50:20 GMT,Length (m),"0.6,internal length"
1000081618455933172,{Length__m_}: 15,Samuel Leask,2021-04-15 03:05:33.173 GMT,Samuel Leask,2021-04-15 03:05:33 GMT,Length (m),"15,approximate extent of scatter "
1000081618455962426,{Width__m_}: 10,Samuel Leask,2021-04-15 03:06:02.426 GMT,Samuel Leask,2021-04-15 03:06:02 GMT,Width (m),"10,approximate extent of scatter"
1000091618456094978,{Width__m_}: 0.74,Tamara Rudd,2021-04-15 03:08:14.979 GMT,Tamara Rudd,2021-04-15 03:08:14 GMT,"Width (m),Interior width",0.74
1000091618456132958,{Width__m_}: 1.10,Tamara Rudd,2021-04-15 03:08:52.959 GMT,Tamara Rudd,2021-04-15 03:08:52 GMT,"Width (m),Exterior width",1.1
1000091618456157083,{Length__m_}: 0.45,Tamara Rudd,2021-04-15 03:09:17.084 GMT,Tamara Rudd,2021-04-15 03:09:17 GMT,"Length (m),Interior length",0.45
1000091618456187384,{Length__m_}: 0.58,Tamara Rudd,2021-04-15 03:09:47.384 GMT,Tamara Rudd,2021-04-15 03:09:47 GMT,"Length (m),Exterior length",0.58
1000081618456315658,{Width__m_}: 1.46,Samuel Leask,2021-04-15 03:11:55.659 GMT,Samuel Leask,2021-04-15 03:11:55 GMT,Width (m),"1.46,external width "
1000081618456328064,{Width__m_}: 0.9,Samuel Leask,2021-04-15 03:12:08.064 GMT,Samuel Leask,2021-04-15 03:12:08 GMT,Width (m),"0.9,internal width"
1000081618456352139,{Length__m_}: 0.6,Samuel Leask,2021-04-15 03:12:32.140 GMT,Samuel Leask,2021-04-15 03:12:32 GMT,Length (m),"0.6,internal length "
1000081618456384922,{Length__m_}: 0.9,Samuel Leask,2021-04-15 03:13:04.923 GMT,Samuel Leask,2021-04-15 03:13:04 GMT,Length (m),"0.9,max external length "
1000091618456936553,{Width__m_}: 1.18,Tamara Rudd,2021-04-15 03:22:16.554 GMT,Tamara Rudd,2021-04-15 03:22:16 GMT,"Width (m),Interior width",1.18
1000081618458425396,{Width__m_}: 1.45,Samuel Leask,2021-04-15 03:47:05.397 GMT,Samuel Leask,2021-04-15 03:47:05 GMT,Width (m),"1.45,external width"
1000081618458434466,{Width__m_}: 1.2,Samuel Leask,2021-04-15 03:47:14.467 GMT,Samuel Leask,2021-04-15 03:47:14 GMT,Width (m),"1.2,internal width"
1000081618458501970,{Length__m_}: 0.65,Samuel Leask,2021-04-15 03:48:21.971 GMT,Samuel Leask,2021-04-15 03:49:21 GMT,"Length (m),internal length","0.65,internal width"
1000081618458575741,{Length__m_}: 1,Samuel Leask,2021-04-15 03:49:35.742 GMT,Samuel Leask,2021-04-15 03:49:35 GMT,Length (m),"1,external length"
1000091618458791468,{Length__m_}: 2.46,Tamara Rudd,2021-04-15 03:53:11.468 GMT,Tamara Rudd,2021-04-15 03:53:11 GMT,Length (m),2.46
1000091618458829581,{Width__m_}: 0.56,Tamara Rudd,2021-04-15 03:53:49.581 GMT,Tamara Rudd,2021-04-15 03:53:49 GMT,Width (m),0.56
1000081618459473084,{Width__m_}: 2.7,Samuel Leask,2021-04-15 04:04:33.084 GMT,Samuel Leask,2021-04-15 04:04:33 GMT,Width (m),"2.7,maximum extent of stones"
1000081618459494082,{Length__m_}: 2.1,Samuel Leask,2021-04-15 04:04:54.082 GMT,Samuel Leask,2021-04-15 04:04:54 GMT,Length (m),"2.1,maximum extent of stones "
1000081618460457169,{Length__m_}: 0.95,Samuel Leask,2021-04-15 04:20:57.169 GMT,Samuel Leask,2021-04-15 04:20:57 GMT,Length (m),"0.95,interior"
1000081618460495167,{Width__m_}: 1.4,Samuel Leask,2021-04-15 04:21:35.168 GMT,Samuel Leask,2021-04-15 04:21:35 GMT,Width (m),"1.4,exterior"
1000081618460505715,{Width__m_}: 0.8,Samuel Leask,2021-04-15 04:21:45.715 GMT,Samuel Leask,2021-04-15 04:21:45 GMT,Width (m),"0.8,interior"
1000081618460536728,{Length__m_}: 1.1,Samuel Leask,2021-04-15 04:22:16.729 GMT,Samuel Leask,2021-04-15 04:22:16 GMT,Length (m),"1.1,exterior"
1000081618462750691,{Width__m_}: 1.35,Samuel Leask,2021-04-15 04:59:10.692 GMT,Samuel Leask,2021-04-15 04:59:10 GMT,Width (m),"1.35,external"
1000081618462760243,{Width__m_}: 1.1,Samuel Leask,2021-04-15 04:59:20.247 GMT,Samuel Leask,2021-04-15 04:59:20 GMT,Width (m),"1.1,internal"
1000081618462797729,{Length__m_}: 1,Samuel Leask,2021-04-15 04:59:57.730 GMT,Samuel Leask,2021-04-15 04:59:57 GMT,Length (m),"1,external"
1000081618462805424,{Length__m_}: 0.6,Samuel Leask,2021-04-15 05:00:05.425 GMT,Samuel Leask,2021-04-15 05:00:05 GMT,Length (m),"0.6,internal"
1000091618462837163,{Length__m_}: 3.7,Tamara Rudd,2021-04-15 05:00:37.163 GMT,Tamara Rudd,2021-04-15 05:00:37 GMT,Length (m),3.7
1000091618462860960,{Width__m_}: 3.4,Tamara Rudd,2021-04-15 05:01:00.962 GMT,Tamara Rudd,2021-04-15 05:01:00 GMT,Width (m),3.4
1000081618462869317,{Height__m_}: 0.35,Samuel Leask,2021-04-15 05:01:09.320 GMT,Samuel Leask,2021-04-15 05:01:09 GMT,Height (m),0.35
1000091618462999330,{Height__m_}: 0.5,Tamara Rudd,2021-04-15 05:03:19.330 GMT,Tamara Rudd,2021-04-15 05:03:19 GMT,Height (m),0.5
1000081618463966670,{Length__m_}: 1.8,Samuel Leask,2021-04-15 05:19:26.674 GMT,Samuel Leask,2021-04-15 05:19:26 GMT,Length (m),"1.8,minimum"
1000081618463988060,{Width__m_}: 0.5,Samuel Leask,2021-04-15 05:19:48.060 GMT,Samuel Leask,2021-04-15 05:19:48 GMT,Width (m),"0.5,minimum "
1000011663377324004,{Diameter__m_}: 5,Penny Crook,2022-09-17 01:15:24.004 GMT,Penny Crook,2022-09-17 01:15:24 GMT,Diameter (m),5
1000091663379860470,{Width__m_}: 1.2,Benjamin Dickson,2022-09-17 01:57:40.471 GMT,Benjamin Dickson,2022-09-17 01:57:40 GMT,"Width (m),estimated exterior of hearth","1.2,collapsed wall"
1000091663379915104,{Length__m_}: 1.2,Benjamin Dickson,2022-09-17 01:58:35.104 GMT,Benjamin Dickson,2022-09-17 01:58:35 GMT,"Length (m),estimated exterior of hearth","1.2,collapsed wall"
1000091663379948303,{Height__m_}: 0.4,Benjamin Dickson,2022-09-17 01:59:08.304 GMT,Benjamin Dickson,2022-09-17 01:59:08 GMT,"Height (m),estimated exterior wall","0.4,collapsed wall"
1000091663381704146,{Width__m_}: 2.14,Benjamin Dickson,2022-09-17 02:28:24.147 GMT,Benjamin Dickson,2022-09-17 02:28:24 GMT,"Width (m),Max extent of fallen exterior wall",2.14
1000091663381721141,{Width__m_}: 0.9,Benjamin Dickson,2022-09-17 02:28:41.141 GMT,Benjamin Dickson,2022-09-17 02:28:41 GMT,"Width (m),estimate interior ",0.9
1000091663381751081,{Length__m_}: 0.7,Benjamin Dickson,2022-09-17 02:29:11.082 GMT,Benjamin Dickson,2022-09-17 02:29:11 GMT,"Length (m),estimate interior",0.7
1000091663381784332,{Length__m_}: 1.5,Benjamin Dickson,2022-09-17 02:29:44.333 GMT,Benjamin Dickson,2022-09-17 02:29:44 GMT,"Length (m),Max extent ",1.5
1000091663381910923,{Height__m_}: 0.14,Benjamin Dickson,2022-09-17 02:31:50.923 GMT,Benjamin Dickson,2022-09-17 02:31:50 GMT,"Height (m),Max preserved height",0.14
1000011663382259107,{Width__m_}: 1.4,Penny Crook,2022-09-17 02:37:39.107 GMT,Penny Crook,2022-09-17 02:37:39 GMT,"Width (m),external ",1.4
1000011663382300584,{Length__m_}: 1.8,Penny Crook,2022-09-17 02:38:20.584 GMT,Penny Crook,2022-09-17 02:38:20 GMT,"Length (m),external",1.8
1000011663382329562,{Length__m_}: 0.9,Penny Crook,2022-09-17 02:38:49.563 GMT,Penny Crook,2022-09-17 02:38:49 GMT,"Length (m),internal ",0.9
1000011663382366188,{Width__m_}: 1,Penny Crook,2022-09-17 02:39:26.189 GMT,Penny Crook,2022-09-17 02:39:26 GMT,"Width (m),internal ",1
1000011663382387275,{Height__m_}: 0.15,Penny Crook,2022-09-17 02:39:47.275 GMT,Penny Crook,2022-09-17 02:39:47 GMT,"Height (m),maximum preserved",0.15
1000091663383254405,{Width__m_}: 0.67,Benjamin Dickson,2022-09-17 02:54:14.406 GMT,Benjamin Dickson,2022-09-17 02:54:14 GMT,"Width (m),estimate interior of hearth",0.67
1000091663383350839,{Length__m_}: 1.4,Benjamin Dickson,2022-09-17 02:55:50.840 GMT,Benjamin Dickson,2022-09-17 02:55:50 GMT,"Length (m),Max preserved length of hearth",1.4
1000091663383380063,{Width__m_}: 1.04,Benjamin Dickson,2022-09-17 02:56:20.064 GMT,Benjamin Dickson,2022-09-17 02:56:20 GMT,"Width (m),Max preserved width of hearth",1.04
1000011663386192627,{Width__m_}: 1.2,Penny Crook,2022-09-17 03:43:12.627 GMT,Penny Crook,2022-09-17 03:43:12 GMT,Width (m),1.2
